"Subject" "ActivityName" "DomainSignal" "RawSignal" "Acceleration" "Magnitude" "Measure" "JerkSignal" "Axis" "count" "average"
"1955" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 21 -0.101699525380952
"1956" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 21 -0.282816704285714
"1957" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" NA "Mean" NA "X" 21 0.951234855238095
"1958" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Y" 21 -0.184629335857143
"1959" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Z" 21 -0.0112064494761905
"1960" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "X" 21 -0.960701394285714
"1961" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Y" 21 -0.898418787619048
"1962" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Z" 21 -0.910518673809524
"1963" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" "Magnitude" "Mean" NA NA 21 0.0532461112880952
"1964" 5 "WALKING_UPSTAIRS" "Time" "Accelerometer" "Gravity" "Magnitude" "Std Dev" NA NA 21 -0.101699525380952
"1965" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Mean" NA "X" 21 0.16374842
"1966" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Mean" NA "Y" 21 -0.123038950690476
"1967" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Mean" NA "Z" 21 0.0495966028761905
"1968" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "X" 21 -0.17029468352381
"1969" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Y" 21 -0.0544607766952381
"1970" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Z" 21 -0.0162670961428571
"1971" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Std Dev" NA "X" 21 -0.472654562380952
"1972" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Y" 21 -0.403944818095238
"1973" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Z" 21 -0.242279573952381
"1974" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "X" 21 -0.342866319857143
"1975" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Y" 21 -0.602383583809524
"1976" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Z" 21 -0.22341021047619
"1977" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 21 -0.228719094495238
"1978" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 21 -0.46430202047619
"1979" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 21 -0.34817817952381
"1980" 5 "WALKING_UPSTAIRS" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 21 -0.518850625714286
"1981" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "X" 48 0.0501821623541667
"1982" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Y" 48 0.148758581508333
"1983" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Z" 48 -0.505415027354167
"1984" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 48 -0.0965724282166667
"1985" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 48 -0.0650499667895833
"1986" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 48 -0.608459397708333
"1987" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "X" 48 0.144817189138333
"1988" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Y" 48 0.203448389645833
"1989" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Z" 48 -0.469051546604167
"1990" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 48 -0.0966082605625
"1991" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 48 0.0849435873020833
"1992" 6 "LAYING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Z" 48 -0.665487823125
"1993" 6 "LAYING" "Frequency" "Accelerometer" "Body" "Magnitude" "Mean" NA NA 48 0.05650347226375
"1994" 6 "LAYING" "Frequency" "Accelerometer" "Body" "Magnitude" "Mean" "Jerk" NA 48 -0.0614799433541667
"1995" 6 "LAYING" "Frequency" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 48 -0.0806856797083333
"1996" 6 "LAYING" "Frequency" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 48 -0.114880974960417
"1997" 6 "LAYING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "X" 48 -0.161557585645833
"1998" 6 "LAYING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "Y" 48 -0.351320897291667
"1999" 6 "LAYING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "Z" 48 -0.0272337277729167
"2000" 6 "LAYING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "X" 48 -0.37553477775625
"2001" 6 "LAYING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "Y" 48 -0.397671792520833
"2002" 6 "LAYING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "Z" 48 -0.324773464375
"2003" 6 "LAYING" "Frequency" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 48 -0.269698372129167
"2004" 6 "LAYING" "Frequency" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 48 -0.461755429427083
"2005" 6 "LAYING" "Frequency" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 48 -0.351679655395833
"2006" 6 "LAYING" "Frequency" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 48 -0.464899602708333
"2007" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Mean" NA "X" 48 0.257416376479167
"2008" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Mean" NA "Y" 48 -0.0223369140858333
"2009" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Mean" NA "Z" 48 -0.116650259979167
"2010" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 48 0.113890939729167
"2011" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 48 0.01913453428
"2012" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 48 -0.0100199588958333
"2013" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "X" 48 0.120198459297917
"2014" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "Y" 48 0.237757460108333
"2015" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "Z" 48 -0.45248266293125
"2016" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 48 -0.0539113606583333
"2017" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 48 0.040309683325
"2018" 6 "LAYING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Z" 48 -0.637633001666667
"2019" 6 "LAYING" "Time" "Accelerometer" "Body" "Magnitude" "Mean" NA NA 48 0.126763148264792
"2020" 6 "LAYING" "Time" "Accelerometer" "Body" "Magnitude" "Mean" "Jerk" NA 48 -0.1399304148125
"2021" 6 "LAYING" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 48 0.0767843363958333
"2022" 6 "LAYING" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 48 -0.0808826620208333
"2023" 6 "LAYING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "X" 48 0.923875815833333
"2024" 6 "LAYING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Y" 48 -0.277098679375
"2025" 6 "LAYING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Z" 48 -0.0119783924654167
"2026" 6 "LAYING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "X" 48 -0.958448555
"2027" 6 "LAYING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Y" 48 -0.915886026458333
"2028" 6 "LAYING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Z" 48 -0.921704521458333
"2029" 6 "LAYING" "Time" "Accelerometer" "Gravity" "Magnitude" "Mean" NA NA 48 0.126763148264792
"2030" 6 "LAYING" "Time" "Accelerometer" "Gravity" "Magnitude" "Std Dev" NA NA 48 0.0767843363958333
"2031" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Mean" NA "X" 48 -0.0590035940520833
"2032" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Mean" NA "Y" 48 -0.0569401316395833
"2033" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Mean" NA "Z" 48 0.0756019782622917
"2034" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "X" 48 -0.0590778144422917
"2035" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Y" 48 -0.05682369533125
"2036" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Z" 48 -0.0738519045770833
"2037" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "X" 48 -0.321561290989583
"2038" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Y" 48 -0.374919707375
"2039" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Z" 48 -0.188370344247917
"2040" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "X" 48 -0.271761995083333
"2041" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Y" 48 -0.500112425
"2042" 6 "LAYING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Z" 48 -0.13092248176875
"2043" 6 "LAYING" "Time" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 48 -0.136595207895833
"2044" 6 "LAYING" "Time" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 48 -0.369717649895833
"2045" 6 "LAYING" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 48 -0.237983766208333
"2046" 6 "LAYING" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 48 -0.445699804104167
"2047" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "X" 85 -0.174661082952941
"2048" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Y" 85 -0.0133791208176471
"2049" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Z" 85 -0.490656602411765
"2050" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 85 -0.2325364003
"2051" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 85 -0.184013626378824
"2052" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 85 -0.544460229764706
"2053" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "X" 85 -0.186354421327059
"2054" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Y" 85 -0.0367601666043529
"2055" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Z" 85 -0.516081794164706
"2056" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 85 -0.236490808969506
"2057" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 85 -0.0694456604317647
"2058" 6 "SITTING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Z" 85 -0.587827840070588
"2059" 6 "SITTING" "Frequency" "Accelerometer" "Body" "Magnitude" "Mean" NA NA 85 -0.13961732118
"2060" 6 "SITTING" "Frequency" "Accelerometer" "Body" "Magnitude" "Mean" "Jerk" NA 85 -0.144343307138824
"2061" 6 "SITTING" "Frequency" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 85 -0.327128436976471
"2062" 6 "SITTING" "Frequency" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 85 -0.172659884322824
"2063" 6 "SITTING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "X" 85 -0.259650640356471
"2064" 6 "SITTING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "Y" 85 -0.376452790388235
"2065" 6 "SITTING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "Z" 85 -0.225400793631765
"2066" 6 "SITTING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "X" 85 -0.504976032035294
"2067" 6 "SITTING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "Y" 85 -0.371002865317647
"2068" 6 "SITTING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "Z" 85 -0.492171732741176
"2069" 6 "SITTING" "Frequency" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 85 -0.328847287529412
"2070" 6 "SITTING" "Frequency" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 85 -0.430659611735294
"2071" 6 "SITTING" "Frequency" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 85 -0.457270527492941
"2072" 6 "SITTING" "Frequency" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 85 -0.441875848227412
"2073" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Mean" NA "X" 85 0.280860865176471
"2074" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Mean" NA "Y" 85 -0.0206715586242353
"2075" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Mean" NA "Z" 85 -0.114489810917647
"2076" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 85 0.0635474457694118
"2077" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 85 -0.00781752673176471
"2078" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 85 -0.00386430863058823
"2079" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "X" 85 -0.180778190196706
"2080" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "Y" 85 0.0141393321316471
"2081" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "Z" 85 -0.478891366369412
"2082" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 85 -0.199140466731765
"2083" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 85 -0.0999286766092941
"2084" 6 "SITTING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Z" 85 -0.566617796811765
"2085" 6 "SITTING" "Time" "Accelerometer" "Body" "Magnitude" "Mean" NA NA 85 -0.13559664152
"2086" 6 "SITTING" "Time" "Accelerometer" "Body" "Magnitude" "Mean" "Jerk" NA 85 -0.249898684858824
"2087" 6 "SITTING" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 85 -0.176170805929412
"2088" 6 "SITTING" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 85 -0.153975494917647
"2089" 6 "SITTING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "X" 85 0.702732261176471
"2090" 6 "SITTING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Y" 85 -0.0491568354117647
"2091" 6 "SITTING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Z" 85 -0.00273435709552941
"2092" 6 "SITTING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "X" 85 -0.967467732705882
"2093" 6 "SITTING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Y" 85 -0.950771411764706
"2094" 6 "SITTING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Z" 85 -0.938312645529412
"2095" 6 "SITTING" "Time" "Accelerometer" "Gravity" "Magnitude" "Mean" NA NA 85 -0.13559664152
"2096" 6 "SITTING" "Time" "Accelerometer" "Gravity" "Magnitude" "Std Dev" NA NA 85 -0.176170805929412
"2097" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Mean" NA "X" 85 -0.0590693019329412
"2098" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Mean" NA "Y" 85 -0.0570058059855294
"2099" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Mean" NA "Z" 85 0.0894092026576471
"2100" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "X" 85 -0.0672912945094118
"2101" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Y" 85 -0.0610621431341176
"2102" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Z" 85 -0.041355918412
"2103" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "X" 85 -0.444082858329412
"2104" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Y" 85 -0.369424102235294
"2105" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Z" 85 -0.375848512423529
"2106" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "X" 85 -0.247046673941176
"2107" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Y" 85 -0.458577744070588
"2108" 6 "SITTING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Z" 85 -0.230689937241647
"2109" 6 "SITTING" "Time" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 85 -0.274596680576941
"2110" 6 "SITTING" "Time" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 85 -0.368089456788235
"2111" 6 "SITTING" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 85 -0.333378236291765
"2112" 6 "SITTING" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 85 -0.417714384831294
"2113" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "X" 89 -0.612098280269663
"2114" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Y" 89 -0.451006296314607
"2115" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Z" 89 -0.687420716651685
"2116" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 89 -0.62755249158427
"2117" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 89 -0.552489582759551
"2118" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 89 -0.689970550179775
"2119" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "X" 89 -0.655112631573034
"2120" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Y" 89 -0.482308481235955
"2121" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Z" 89 -0.742728504382022
"2122" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 89 -0.644451930738202
"2123" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 89 -0.504322476991011
"2124" 6 "STANDING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Z" 89 -0.735553308494382
"2125" 6 "STANDING" "Frequency" "Accelerometer" "Body" "Magnitude" "Mean" NA NA 89 -0.572598680539326
"2126" 6 "STANDING" "Frequency" "Accelerometer" "Body" "Magnitude" "Mean" "Jerk" NA 89 -0.556600475052809
"2127" 6 "STANDING" "Frequency" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 89 -0.673868411674157
"2128" 6 "STANDING" "Frequency" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 89 -0.579824559786517
"2129" 6 "STANDING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "X" 89 -0.568100622262921
"2130" 6 "STANDING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "Y" 89 -0.64578224411236
"2131" 6 "STANDING" "Frequency" "Gyroscope" "Body" NA "Mean" NA "Z" 89 -0.561626800537079
"2132" 6 "STANDING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "X" 89 -0.750406814449438
"2133" 6 "STANDING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "Y" 89 -0.670978433112359
"2134" 6 "STANDING" "Frequency" "Gyroscope" "Body" NA "Std Dev" NA "Z" 89 -0.731071943146067
"2135" 6 "STANDING" "Frequency" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 89 -0.601124764067416
"2136" 6 "STANDING" "Frequency" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 89 -0.630545061764045
"2137" 6 "STANDING" "Frequency" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 89 -0.719994790621348
"2138" 6 "STANDING" "Frequency" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 89 -0.650767997011236
"2139" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Mean" NA "X" 89 0.271201391438202
"2140" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Mean" NA "Y" 89 -0.0151659031919101
"2141" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Mean" NA "Z" 89 -0.115565269033708
"2142" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 89 0.0811844842022472
"2143" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 89 -0.00481054647775281
"2144" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 89 0.00451635186741573
"2145" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "X" 89 -0.641478364606742
"2146" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "Y" 89 -0.448427122224719
"2147" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Std Dev" NA "Z" 89 -0.705389782793034
"2148" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 89 -0.6188956226
"2149" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 89 -0.513766689704494
"2150" 6 "STANDING" "Time" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Z" 89 -0.713487369101124
"2151" 6 "STANDING" "Time" "Accelerometer" "Body" "Magnitude" "Mean" NA NA 89 -0.577747737044944
"2152" 6 "STANDING" "Time" "Accelerometer" "Body" "Magnitude" "Mean" "Jerk" NA 89 -0.605348771741573
"2153" 6 "STANDING" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" NA NA 89 -0.596019445842697
"2154" 6 "STANDING" "Time" "Accelerometer" "Body" "Magnitude" "Std Dev" "Jerk" NA 89 -0.565655444786517
"2155" 6 "STANDING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "X" 89 0.576611616516854
"2156" 6 "STANDING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Y" 89 0.193428168308989
"2157" 6 "STANDING" "Time" "Accelerometer" "Gravity" NA "Mean" NA "Z" 89 0.124053008280899
"2158" 6 "STANDING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "X" 89 -0.956496341460674
"2159" 6 "STANDING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Y" 89 -0.961239953258427
"2160" 6 "STANDING" "Time" "Accelerometer" "Gravity" NA "Std Dev" NA "Z" 89 -0.948083689325843
"2161" 6 "STANDING" "Time" "Accelerometer" "Gravity" "Magnitude" "Mean" NA NA 89 -0.577747737044944
"2162" 6 "STANDING" "Time" "Accelerometer" "Gravity" "Magnitude" "Std Dev" NA NA 89 -0.596019445842697
"2163" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Mean" NA "X" 89 -0.0354537555179775
"2164" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Mean" NA "Y" 89 -0.0753876072183146
"2165" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Mean" NA "Z" 89 0.102314294920225
"2166" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "X" 89 -0.0874521972191011
"2167" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Y" 89 -0.0338410213004494
"2168" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Mean" "Jerk" "Z" 89 -0.0523911236213483
"2169" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "X" 89 -0.704242282
"2170" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Y" 89 -0.659374076719101
"2171" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Std Dev" NA "Z" 89 -0.659909854155056
"2172" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "X" 89 -0.542671412606742
"2173" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Y" 89 -0.666253478168539
"2174" 6 "STANDING" "Time" "Gyroscope" "Body" NA "Std Dev" "Jerk" "Z" 89 -0.538543401879775
"2175" 6 "STANDING" "Time" "Gyroscope" "Body" "Magnitude" "Mean" NA NA 89 -0.618703641617978
"2176" 6 "STANDING" "Time" "Gyroscope" "Body" "Magnitude" "Mean" "Jerk" NA 89 -0.624048953831461
"2177" 6 "STANDING" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" NA NA 89 -0.628493241886517
"2178" 6 "STANDING" "Time" "Gyroscope" "Body" "Magnitude" "Std Dev" "Jerk" NA 89 -0.627646603561798
"2179" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "X" 27 -0.908887034074074
"2180" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Y" 27 -0.842078189851852
"2181" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Mean" NA "Z" 27 -0.887115428888889
"2182" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "X" 27 -0.910855035185185
"2183" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Y" 27 -0.881348174444444
"2184" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Mean" "Jerk" "Z" 27 -0.920424562962963
"2185" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "X" 27 -0.904615135738889
"2186" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Y" 27 -0.829434032822222
"2187" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Std Dev" NA "Z" 27 -0.862247627407407
"2188" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "X" 27 -0.912833311111111
"2189" 6 "WALKING" "Frequency" "Accelerometer" "Body" NA "Std Dev" "Jerk" "Y" 27 -0.878844367407407
